Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,57.119998931884766,57.40999984741211,56.279998779296875,56.90999984741211,52.74171829223633,8877000
2019-01-02,56.20000076293945,58.0,55.91999816894531,57.400001525878906,53.19583511352539,9896600
2019-01-03,55.95000076293945,56.84000015258789,55.52000045776367,55.70000076293945,51.62034225463867,14422200
2019-01-04,56.5,56.83000183105469,55.209999084472656,56.599998474121094,52.45442581176758,14177300
2019-01-07,56.38999938964844,57.15999984741211,55.95000076293945,56.439998626708984,52.30613708496094,12352000
2019-01-08,56.709999084472656,56.880001068115234,55.61000061035156,55.95000076293945,51.852027893066406,12110000
2019-01-09,56.2599983215332,57.11000061035156,56.13999938964844,56.61000061035156,52.46368408203125,10971000
2019-01-10,56.189998626708984,56.9900016784668,56.099998474121094,56.79999923706055,52.639766693115234,10958200
2019-01-11,56.470001220703125,58.16999816894531,56.33000183105469,57.5,53.28850555419922,12024300
2019-01-14,57.02000045776367,57.650001525878906,56.369998931884766,57.29999923706055,53.1031494140625,9449400
2019-01-15,57.31999969482422,57.400001525878906,55.560001373291016,55.72999954223633,51.64813995361328,17423400
2019-01-16,55.75,56.08000183105469,55.15999984741211,55.27000045776367,51.221839904785156,13856000
2019-01-17,54.970001220703125,55.20000076293945,54.369998931884766,54.77000045776367,50.758460998535156,18365000
2019-01-18,55.38999938964844,55.900001525878906,54.9900016784668,55.27000045776367,51.221839904785156,28020000
2019-01-22,54.970001220703125,54.9900016784668,53.939998626708984,54.290000915527344,50.3136100769043,17867500
2019-01-23,52.91999816894531,53.56999969482422,51.220001220703125,51.77000045776367,47.978187561035156,33788600
2019-01-24,51.95000076293945,51.97999954223633,50.40999984741211,50.810001373291016,47.088504791259766,32782700
2019-01-25,50.93000030517578,52.029998779296875,50.279998779296875,51.29999923706055,47.5426139831543,19516200
2019-01-28,50.31999969482422,51.290000915527344,50.2400016784668,50.63999938964844,46.93095016479492,24457600
2019-01-29,50.4900016784668,50.84000015258789,49.34000015258789,49.400001525878906,45.781776428222656,26266600
2019-01-30,49.68000030517578,50.869998931884766,49.209999084472656,50.16999816894531,46.4953727722168,18124100
2019-01-31,51.20000076293945,51.279998779296875,49.099998474121094,49.52000045776367,45.89297866821289,24736300
2019-02-01,49.58000183105469,50.279998779296875,49.400001525878906,49.61000061035156,45.97639465332031,15533200
2019-02-04,49.709999084472656,49.79999923706055,49.470001220703125,49.689998626708984,46.050533294677734,10880000
2019-02-05,49.72999954223633,51.08000183105469,49.720001220703125,50.72999954223633,47.014366149902344,15454200
2019-02-06,50.939998626708984,51.63999938964844,50.93000030517578,51.099998474121094,47.35725784301758,11052900
2019-02-07,50.83000183105469,51.119998931884766,50.27000045776367,50.54999923706055,46.8475456237793,10623300
